trial_id,testbed,group,attack_id,template_id,attacker_goal_selected,monitor_decision,relation_decision,gateway_decision,service_effect,reject_reason,statement_digest,evidence_class
cloud-A5-243,cloud,G1,A5,cloud-A5-template-17,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,291afdd3b80329c2d5e6f6d43179a9f654f157f73f31afb77110ada8d98b5d0c,executed_reference_runtime
cloud-A5-244,cloud,G1,A5,cloud-A5-template-18,true,reject,not_evaluated,reject,false,declared model context is not parent-complete,141890d895ccdf6fe376e0cffba52c6f31576c0dd2b43de7146ba1155b13e801,executed_reference_runtime
cloud-A5-245,cloud,G1,A5,cloud-A5-template-19,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,fcc2a6777c409fd2a1f462106bd07b794fcb736a237cfbb700c67e717ac45fdc,executed_reference_runtime
cloud-A5-246,cloud,G1,A5,cloud-A5-template-20,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,7d0fada6d47ba57c1da7ccefdda060059066115379afc2ac184d4439b7e64ec1,executed_reference_runtime
cloud-A5-247,cloud,G1,A5,cloud-A5-template-21,true,reject,not_evaluated,reject,false,declared model context is not parent-complete,dc706e49af0185c2578b87aed84dcf5a94678a84a2b6e361818499060ff14b3d,executed_reference_runtime
cloud-A5-248,cloud,G1,A5,cloud-A5-template-22,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,765c86ff3230572ee02bf91ea9467a97536f3d7adea909eb7d0c73beb21dd8ba,executed_reference_runtime
cloud-A5-249,cloud,G1,A5,cloud-A5-template-23,true,reject,not_evaluated,reject,false,declared model context is not parent-complete,f59f54af01bfd35dc2dae0a65184571405d5663a95c882c0eb8343b90e8ad564,executed_reference_runtime
cloud-A5-250,cloud,G1,A5,cloud-A5-template-24,true,reject,not_evaluated,reject,false,declared model context is not parent-complete,2b887e6ee00a9f3157a8db6f3a2159f0e07b95ab615c12517e0cf5eb10927bca,executed_reference_runtime
cloud-A6-001,cloud,G1,A6,cloud-A6-template-00,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,d13c59ed89640b00ab99e711cb2d67d99b4130fa440ce55d22e861fb5b050b8e,executed_reference_runtime
cloud-A6-002,cloud,G1,A6,cloud-A6-template-01,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,3575f92617f79a1424e92477c66f73c84607ac3b1d3ba90dc84f154a36e3f33a,executed_reference_runtime
cloud-A6-003,cloud,G1,A6,cloud-A6-template-02,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,9377bbf088367b9a4a66a351ad3ee03effbd34ad5d3d320d703034bc28530b2e,executed_reference_runtime
cloud-A6-004,cloud,G1,A6,cloud-A6-template-03,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,492204ec08779e47c0187f37152fb9132b6e9be7f1abc1a36eeede5d0977b354,executed_reference_runtime
cloud-A6-005,cloud,G1,A6,cloud-A6-template-04,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,931c0403c7da27cc89c5913bb2a86d9e073b7ae2b6e73f25cfb368503ff90913,executed_reference_runtime
cloud-A6-006,cloud,G1,A6,cloud-A6-template-05,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,9d2a76230de82c2029255cec937334460dff5fc8bf692b41b33b4643aee4d54f,executed_reference_runtime
cloud-A6-007,cloud,G1,A6,cloud-A6-template-06,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,2685c8f4d9f6b5ca003b99f47efada260e0231be20b0dfe66365e1144b68a7f2,executed_reference_runtime
cloud-A6-008,cloud,G1,A6,cloud-A6-template-07,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,a5b10db2c747ddbbb88925e0ff014658c44effed7479ba45d57237d7220b4c01,executed_reference_runtime
cloud-A6-009,cloud,G1,A6,cloud-A6-template-08,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,35df79d592faf413f907fd38f4e8c22be6f7bbe3b4ec10da058e45b72234d6cd,executed_reference_runtime
cloud-A6-010,cloud,G1,A6,cloud-A6-template-09,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,c6db215d7dfd790e2fb6cc67faa32446d14db9759893ac3c0af09abea6282801,executed_reference_runtime
cloud-A6-011,cloud,G1,A6,cloud-A6-template-10,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,59cb1b3ca2bebab4f4de5798651c60b66ec2220203a7c6eb6368a806ffa8bd01,executed_reference_runtime
cloud-A6-012,cloud,G1,A6,cloud-A6-template-11,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,0096367a4456f2a8a0cdb7d867bb52b04db302ba49313daba305adc342c5313a,executed_reference_runtime
cloud-A6-013,cloud,G1,A6,cloud-A6-template-12,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,3f08a44f8cfb028e2a63f879105d2d1e1f98bfecfc30729c3b32eea3d3a96dff,executed_reference_runtime
cloud-A6-014,cloud,G1,A6,cloud-A6-template-13,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,0619fe6242953a0151a6c5a0790a8c25f36094a870baf1f82b64c55cf611803f,executed_reference_runtime
cloud-A6-015,cloud,G1,A6,cloud-A6-template-14,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,44169e29264638cb74f4d3dc9411e1ad529766a73cdb14033597e39678467e45,executed_reference_runtime
cloud-A6-016,cloud,G1,A6,cloud-A6-template-15,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,156731948ce91620c196116a2c40105a210aed5684298eb2e870d7ad659eac74,executed_reference_runtime
cloud-A6-017,cloud,G1,A6,cloud-A6-template-16,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,72cedc8e09308bb85da39b04a1c34df7748d6b2c298ba96c6be86238e226e6be,executed_reference_runtime
cloud-A6-018,cloud,G1,A6,cloud-A6-template-17,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,90b9eb1afe9ef59e17f808b3e56122cf458d675a9b7b4d0ed4ed06f81f2c3deb,executed_reference_runtime
cloud-A6-019,cloud,G1,A6,cloud-A6-template-18,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,65fa3b685b1f48c04dbb538168e43618a6c5812a85509dbbf2da1055a23a19aa,executed_reference_runtime
cloud-A6-020,cloud,G1,A6,cloud-A6-template-19,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,7982d20c8094ef5286fea59c6ff4665406acdf916efef4920df19bf0f32a62c4,executed_reference_runtime
cloud-A6-021,cloud,G1,A6,cloud-A6-template-20,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,e2533a9ad138b2271fa78c884a8be3546431459e11241649387b6c990a62885b,executed_reference_runtime
cloud-A6-022,cloud,G1,A6,cloud-A6-template-21,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,d6d0ed64c6495a55caf5abc83293fe0382194b00cd55c4282c9e9bc6fe04d6d6,executed_reference_runtime
cloud-A6-023,cloud,G1,A6,cloud-A6-template-22,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,35a559cf772f73b45a5045f0a364d0914abfae8cb249d66cb9d0e183400369f1,executed_reference_runtime
cloud-A6-024,cloud,G1,A6,cloud-A6-template-23,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,dad3a582be4608125c3e5ff752b294eb9b3837265c0b026087d2ab7c404a22a3,executed_reference_runtime
cloud-A6-025,cloud,G1,A6,cloud-A6-template-24,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,fd848060571a6f75ef47b29064872115c2b98f7f169e1c29f33ff4be83bd6211,executed_reference_runtime
cloud-A6-026,cloud,G1,A6,cloud-A6-template-00,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,3fc9c84392d23687a0b1a479e7ba83ada5c8946b0811064c34fbbaadd5bd90aa,executed_reference_runtime
cloud-A6-027,cloud,G1,A6,cloud-A6-template-01,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,79689fd48b18a12464ffde366ec6d0b424f75c81e6fba57c6e1d284290779904,executed_reference_runtime
cloud-A6-028,cloud,G1,A6,cloud-A6-template-02,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,14f80504d214c5840720c0c096e9f3a1256a538e787c623288c49bca345151b7,executed_reference_runtime
cloud-A6-029,cloud,G1,A6,cloud-A6-template-03,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,9d0ce180c836873ff96c14d92243c6cdd1b459e0432c68d0c3be360d594d8cb3,executed_reference_runtime
cloud-A6-030,cloud,G1,A6,cloud-A6-template-04,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,2535b95519e608c7d8d89fcf2bd3385a256508abb72b019524fcaf523c1fb1eb,executed_reference_runtime
cloud-A6-031,cloud,G1,A6,cloud-A6-template-05,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,4cb707eff2ace37ada5a3bc01e3851156dc23f2802aa0506840f455124598ebf,executed_reference_runtime
cloud-A6-032,cloud,G1,A6,cloud-A6-template-06,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,d5efbe12058b2eaaa89d193023b98077a478c47287a663abf7719be8f1a0577e,executed_reference_runtime
cloud-A6-033,cloud,G1,A6,cloud-A6-template-07,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,d810aff5c8e8ababd8a88ed53968689d8d0fac541f5f0307e754da7267bb72c7,executed_reference_runtime
cloud-A6-034,cloud,G1,A6,cloud-A6-template-08,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,7558f5e0d16ad59411a89806b17e00f87e985f37fcfb96984ac6d9f100746899,executed_reference_runtime
cloud-A6-035,cloud,G1,A6,cloud-A6-template-09,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,3d603871519431bc2d2de9e5103b2827140b28d82bfb5926a991969bd4b48d10,executed_reference_runtime
cloud-A6-036,cloud,G1,A6,cloud-A6-template-10,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,649e33491948da9a3e2e552eb537810e7f973ff8a22f6dd68941600e44e4c650,executed_reference_runtime
cloud-A6-037,cloud,G1,A6,cloud-A6-template-11,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,35fb37fb7ca710e0733d51f82fd893878cbe152af6669434d5aacf179cd5c07a,executed_reference_runtime
cloud-A6-038,cloud,G1,A6,cloud-A6-template-12,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,375129b6fceee42853d6a75fc7ae2b928c3e5d809ba27b8268eabbed73accb37,executed_reference_runtime
cloud-A6-039,cloud,G1,A6,cloud-A6-template-13,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,5a2918051d223669746a90e4e4c63a552f891a52cd892fcfefa8e9da53b78515,executed_reference_runtime
cloud-A6-040,cloud,G1,A6,cloud-A6-template-14,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,72a5affa9e420d15a83dd4e284e3ebdba9b7f9f430cb324230883be2bf505a11,executed_reference_runtime
cloud-A6-041,cloud,G1,A6,cloud-A6-template-15,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,3a2bd7322c0074d6976daefc1e79ba219b1e8cc42dda7089b4d13a5ddc55baef,executed_reference_runtime
cloud-A6-042,cloud,G1,A6,cloud-A6-template-16,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,b1c7c4163992b12a059d857a7cb7c03d1643f2a15ccdaec707e37d90e0cbeee0,executed_reference_runtime
cloud-A6-043,cloud,G1,A6,cloud-A6-template-17,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,e38ebcf0f2bbbc5f041c18ff58b1bfb55ba63fc8e32ea99392c4627007eeb000,executed_reference_runtime
cloud-A6-044,cloud,G1,A6,cloud-A6-template-18,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,82c3378a3dd5257d047196613f1ef5cc44ac01fcfa504223fe146896e1d843a1,executed_reference_runtime
cloud-A6-045,cloud,G1,A6,cloud-A6-template-19,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,13d1e7458a64b865f0c50eed38916ffb2e10815c28f69a704fc13dc1b8bd617d,executed_reference_runtime
cloud-A6-046,cloud,G1,A6,cloud-A6-template-20,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,862854ab23b37a01c68d3ad819220c07368fbd92598b0e43633ae428169121e7,executed_reference_runtime
cloud-A6-047,cloud,G1,A6,cloud-A6-template-21,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,58784f7b74643263233fad8dca05fc23a16a1a69ce7050b6527032cb8df67e36,executed_reference_runtime
cloud-A6-048,cloud,G1,A6,cloud-A6-template-22,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,3281f98f7c61141ff1bbcd5cfc2ad1373931ea5097d55320ed41fb856d346b2a,executed_reference_runtime
cloud-A6-049,cloud,G1,A6,cloud-A6-template-23,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,b31ab314828201d42fd3867fe79e8ab01af0012dee8abe94d8d0fbf86a6f8f17,executed_reference_runtime
cloud-A6-050,cloud,G1,A6,cloud-A6-template-24,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,045f7971364d4b378f67420e0038c37d1c78e766dcd64be1428a15c0a271edcc,executed_reference_runtime
cloud-A6-051,cloud,G1,A6,cloud-A6-template-00,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,ac2383d4fba98c4cb857340c10b695e097005bfddf20bdcad938c428d638d758,executed_reference_runtime
cloud-A6-052,cloud,G1,A6,cloud-A6-template-01,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,8558965b53faaaaf084f3f8c2d3a34da9c8d400573722b2a70d699062ab394d4,executed_reference_runtime
cloud-A6-053,cloud,G1,A6,cloud-A6-template-02,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,819cd2f2ec84bcbf0d98cb83f2a01ce7e3a1f80203a7b4876f4c48a8bea3493b,executed_reference_runtime
cloud-A6-054,cloud,G1,A6,cloud-A6-template-03,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,10c75f3862491c5fbcbb34777a65ec533acb24a9cf993e313036b4a9f9ed95f5,executed_reference_runtime
cloud-A6-055,cloud,G1,A6,cloud-A6-template-04,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,86c37c9ea83a443df97723c642bb9727bd8f54f215b2a3944e3104e5fe38579e,executed_reference_runtime
cloud-A6-056,cloud,G1,A6,cloud-A6-template-05,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,442546c845ba90220b7519cb5e38a653dd3270123d2ccc44727e682b061c5588,executed_reference_runtime
cloud-A6-057,cloud,G1,A6,cloud-A6-template-06,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,64ef2fe7d8e8bac36f6af401b4051f9b7186157269809f44a925eafc24518e8a,executed_reference_runtime
cloud-A6-058,cloud,G1,A6,cloud-A6-template-07,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,17bf1e22ec0105c2385a7abddb92d4e777e31285b9fc838c46cf6a0890ec39d2,executed_reference_runtime
cloud-A6-059,cloud,G1,A6,cloud-A6-template-08,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,f31f8439526fb051df8403ac4dfeaf3a072f0d460bb0f6477f4eb97f2554a46b,executed_reference_runtime
cloud-A6-060,cloud,G1,A6,cloud-A6-template-09,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,3abdbd75bc93c13fc483396c2129d9403443f9693fe0cfd149facf16ddbbc4f2,executed_reference_runtime
cloud-A6-061,cloud,G1,A6,cloud-A6-template-10,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,41f9c466a47623d5e2af4f2a59553342a5f41e7b5424775757fe4c1ef8f1d815,executed_reference_runtime
cloud-A6-062,cloud,G1,A6,cloud-A6-template-11,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,877531c4a2f4daf350499ec7f7696710e636f2a34ace33801da699a0e0aa16cb,executed_reference_runtime
cloud-A6-063,cloud,G1,A6,cloud-A6-template-12,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,bc28ffe3c2e742ec9b0d5f6f71f518bdbc6791e93f804c93c1b4de2d2667952c,executed_reference_runtime
cloud-A6-064,cloud,G1,A6,cloud-A6-template-13,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,7c2a1d12c92b746658f87658676bef2817fabe880fc1cc1c208cf09d9cda7484,executed_reference_runtime
cloud-A6-065,cloud,G1,A6,cloud-A6-template-14,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,2fc81d8749267edd19a9fb4c67023c2c3679a19adede09d9c42f8ff7ddb74fc4,executed_reference_runtime
cloud-A6-066,cloud,G1,A6,cloud-A6-template-15,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,dada4587d18bf2b802e43c6532f250ac5655f523048b31f80d8460537fd2802f,executed_reference_runtime
cloud-A6-067,cloud,G1,A6,cloud-A6-template-16,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,476726ce7682a88f569322705887d3839feb160f88b765ac140046a29bb17b3e,executed_reference_runtime
cloud-A6-068,cloud,G1,A6,cloud-A6-template-17,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,d7cd0760b565e3d2d0a6dbd5037b770e48622741ddfc64fe7dccdd873140c05c,executed_reference_runtime
cloud-A6-069,cloud,G1,A6,cloud-A6-template-18,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,0097130b3569071c1b74685818c40ab6b9014dd825e276162be23e5aef33d8e5,executed_reference_runtime
cloud-A6-070,cloud,G1,A6,cloud-A6-template-19,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,2a3b04af0c38e422a50350dfaf9204da4313cfdfffaccf74b3adb27c7d3318d4,executed_reference_runtime
cloud-A6-071,cloud,G1,A6,cloud-A6-template-20,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,8bcacc8eebf5727529d4925fb2ff22b01a16bccef82d3b5ff65bdba5802309d0,executed_reference_runtime
cloud-A6-072,cloud,G1,A6,cloud-A6-template-21,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,67098ef912d74a4f3139f75340e3b5af568c28b4694680c605c836baaf6013e5,executed_reference_runtime
cloud-A6-073,cloud,G1,A6,cloud-A6-template-22,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,b0f24508126b62c43b426197aef881b4f84afbfbfb849ddb3c2a9e5f552ae360,executed_reference_runtime
cloud-A6-074,cloud,G1,A6,cloud-A6-template-23,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,2ecc3cf985ca36e27dfdb426dd3e448d1bee260e80d20ac63a3091c454f2dc6a,executed_reference_runtime
cloud-A6-075,cloud,G1,A6,cloud-A6-template-24,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,4f83f33a37dd79901c90e06547c29ab37bcb414353dc30a5aed6e8c515f3eb63,executed_reference_runtime
cloud-A6-076,cloud,G1,A6,cloud-A6-template-00,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,b749ff389525db25e4b5eae728ce685859c22dbc54caeb07be92c8844ead0662,executed_reference_runtime
cloud-A6-077,cloud,G1,A6,cloud-A6-template-01,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,c19be24cf34a1693ec3fe515c6917ffd7c8129eb63370a8383eb743958c82d1a,executed_reference_runtime
cloud-A6-078,cloud,G1,A6,cloud-A6-template-02,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,bddbf339e9ce7f0aa058baeea7673c68a21ab181d0eb1800e76872c43ea692fc,executed_reference_runtime
cloud-A6-079,cloud,G1,A6,cloud-A6-template-03,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,e1c632a86312f69884a804e65c0e79ec2f75ef1e58c00dab63e916cb5f555002,executed_reference_runtime
cloud-A6-080,cloud,G1,A6,cloud-A6-template-04,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,4e48883230d24211d67fac419063cece9b292851d455409a2684e1327c1c2a0c,executed_reference_runtime
cloud-A6-081,cloud,G1,A6,cloud-A6-template-05,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,f1ec561ecdc200839fefd6b844ddf7636e55af8a1d30bc1ab993d4e2a9221c43,executed_reference_runtime
cloud-A6-082,cloud,G1,A6,cloud-A6-template-06,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,a794820d97ce8ab0d0c50c05a2c8d6ea730a5678cdf42fd416f206322bae0bc2,executed_reference_runtime
cloud-A6-083,cloud,G1,A6,cloud-A6-template-07,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,8d25ff11e6560701e405d6cdf2529bfc6577c722f5293660f9f0f33b410bf425,executed_reference_runtime
cloud-A6-084,cloud,G1,A6,cloud-A6-template-08,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,1dcee02eed7364bfe7f8fc5444d1c62f4375071ca163727750b086fba1fb6fd8,executed_reference_runtime
cloud-A6-085,cloud,G1,A6,cloud-A6-template-09,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,81423ecfc28376ad935c845225ad8b14a82f59b85c5b35737635414033bd0c0e,executed_reference_runtime
cloud-A6-086,cloud,G1,A6,cloud-A6-template-10,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,1bd8abcf61f34609e07bcafbf82452c8d5a4998c2f0a1668e8fc0b48c44d9a9c,executed_reference_runtime
cloud-A6-087,cloud,G1,A6,cloud-A6-template-11,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,3821237804f5dc346f0b1351d3615fa14fe6027647b209c878e7facd550a9683,executed_reference_runtime
cloud-A6-088,cloud,G1,A6,cloud-A6-template-12,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,568bbacb615dc2b9cd3a0936e8da25b33ccfdb26f686398fbf444c07349baee2,executed_reference_runtime
cloud-A6-089,cloud,G1,A6,cloud-A6-template-13,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,12511829d689859c5610b702ef7a4a4cdeb451f1ca5a059330e470f12f1dbe84,executed_reference_runtime
cloud-A6-090,cloud,G1,A6,cloud-A6-template-14,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,74d4f80bcabf13e2a34cab1b001b5afb570dd7c741fe585a93c7f94cafac4862,executed_reference_runtime
cloud-A6-091,cloud,G1,A6,cloud-A6-template-15,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,2b06aa3a494774db4cc6a1163d6546658d4c7a67baf4c26163f5facf28ce68c8,executed_reference_runtime
cloud-A6-092,cloud,G1,A6,cloud-A6-template-16,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,d4e1516b227bc4154ef8ff7105f6ac6846254b67568256ec96eb0c6ed9fa4e41,executed_reference_runtime
cloud-A6-093,cloud,G1,A6,cloud-A6-template-17,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,feab710a46f76f822c75b9be6bc6d40a5d9eecd4603321ca358ba02379aab2a1,executed_reference_runtime
cloud-A6-094,cloud,G1,A6,cloud-A6-template-18,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,f9653365ec517a389ce29eb807105395df3ed8f1d45673437407eb27681a7ec2,executed_reference_runtime
cloud-A6-095,cloud,G1,A6,cloud-A6-template-19,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,0a245ea6d1dd645713f7106c71849d28d85b5a74144405f32f7674f93c94cf47,executed_reference_runtime
cloud-A6-096,cloud,G1,A6,cloud-A6-template-20,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,ea2a5c045db4c471b5067704a6cbf910cfb1ba90d830f3d2cd01f643c972a22a,executed_reference_runtime
cloud-A6-097,cloud,G1,A6,cloud-A6-template-21,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,26cd196ae77977844d334d6fefb90a6c869d22d151c96f9b3e0001298e8c36a4,executed_reference_runtime
cloud-A6-098,cloud,G1,A6,cloud-A6-template-22,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,c9d01d6c3555aee882de5ee551d6f8b8c8f9dc64493d6ada49904ece325d7295,executed_reference_runtime
cloud-A6-099,cloud,G1,A6,cloud-A6-template-23,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,c0263b87d4fd8adfdc638f3f2c9d210efec64a566288e93337e3f8e9b205e814,executed_reference_runtime
cloud-A6-100,cloud,G1,A6,cloud-A6-template-24,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,f5b036e80607545b9e5c8a372dad8283e26f6f74933c375d7966039c92aa1b73,executed_reference_runtime
cloud-A6-101,cloud,G1,A6,cloud-A6-template-00,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,1463c2e5a39e6e93ca1a746c7572c118409d39f9180025d1ae7551f212ad9226,executed_reference_runtime
cloud-A6-102,cloud,G1,A6,cloud-A6-template-01,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,2e9196d4ad6326b32afe5ca9a715dc917a5d489a573fb9b71ab881ca2c71162a,executed_reference_runtime
cloud-A6-103,cloud,G1,A6,cloud-A6-template-02,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,a61f8033a084da14b6a9037828ca135f7a8a10ece991b1527a1f1fcb64d6b72c,executed_reference_runtime
cloud-A6-104,cloud,G1,A6,cloud-A6-template-03,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,a0641e1d1bb38c253344eb650a0e57d195b59e6ca7ab3217a7cb31156ce72b4a,executed_reference_runtime
cloud-A6-105,cloud,G1,A6,cloud-A6-template-04,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,6655b96fb8ef8d096acb3cbf11b77a418b3df31603585c213be68d29d51a6044,executed_reference_runtime
cloud-A6-106,cloud,G1,A6,cloud-A6-template-05,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,3d42dea95709e04c3c9111aa3f5be792eafea512201a36081848d87e91ba7565,executed_reference_runtime
cloud-A6-107,cloud,G1,A6,cloud-A6-template-06,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,0392d5bd1f74f4f665493ad65d69bfde05bcb9a7f06bd6c283414f0b2523d93f,executed_reference_runtime
cloud-A6-108,cloud,G1,A6,cloud-A6-template-07,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,db7a1c1b55ac049538232f3e329cc287c3e197cf9948ba881977e8b5f992c5fd,executed_reference_runtime
cloud-A6-109,cloud,G1,A6,cloud-A6-template-08,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,8e555295e6757048e64bd675157be3ec682d76aedac12ad0304e8cfcb50842c5,executed_reference_runtime
cloud-A6-110,cloud,G1,A6,cloud-A6-template-09,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,6eac1f51c0e193a18f7f88931943d342b297e62e31f0372064aa91be9007fa33,executed_reference_runtime
cloud-A6-111,cloud,G1,A6,cloud-A6-template-10,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,60b84149f26351b95cd7d75d690c56dbb63856eafc176e4647babb592154d44e,executed_reference_runtime
cloud-A6-112,cloud,G1,A6,cloud-A6-template-11,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,676b708794ba4833e6b0087932545f586e6652b6a239aeae528e98e50760bd40,executed_reference_runtime
cloud-A6-113,cloud,G1,A6,cloud-A6-template-12,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,6f43d218ead516a9bb9ad3116806617f467e256ee975c56086f5fab2a1eb6464,executed_reference_runtime
cloud-A6-114,cloud,G1,A6,cloud-A6-template-13,false,permit_benign,satisfied,permit_benign,false,attacker goal not selected,2d23b6505f3489e5b5af66321fdf04acf82db9ea618bd9d48a07c5d574cbca2e,executed_reference_runtime
cloud-A6-115,cloud,G1,A6,cloud-A6-template-14,true,reject,not_evaluated,reject,false,event parent is absent or ordered after its child,8ce7e37b527fd92312be999fa90173f4852916d19a75beb2e36acdd110cdb34a,executed_reference_runtime
